anime_id,anime_name,anime_genre,anime_ratings,anime_episodes
599,Yuugen Kaisha,Action,6.57,4
2702,Bakukyuu Renpatsu! Super Bedaman,Adventure,6.56,18
6119,Cookin&#039; Idol Ai! Mai! Main!,Comedy,6.56,305
9479,Coppelion,Action,6.56,13
16702,Doraemon: Nobita to Mirai Note,Adventure,6.56,1
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,Comedy,6.56,1
5496,Feng Yun Jue,Action,6.56,1
2809,Fuusen Shoujo Temple-chan,Adventure,6.56,26
12497,Garakuta-doori no Stain: Epilogue,Comedy,6.56,1
34213,Getsuyoubi no Tawawa,Slice of Life,6.56,12
18771,Gifuu Doudou!!: Kanetsugu to Keiji,Action,6.56,25
1570,Happiness!,Comedy,6.56,12
9333,Koi☆Sento,Comedy,6.56,1
12429,Last Exile: Ginyoku no Fam Recaps,Action,6.56,2
1495,Maetel Legend,Drama,6.56,2
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,6.56,3
6492,Minky Momo in Tabidachi no Eki,Drama,6.56,1
2367,Moetan,Comedy,6.56,12
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,Adventure,6.56,26
2503,Nangoku Shounen Papuwa-kun,Adventure,6.56,42
23605,Ninja Slayer From Animation,Action,6.56,26
3758,Panda no Daibouken,Adventure,6.56,1
2234,Panda-Z: The Robonimation,Action,6.56,30
10739,Panty &amp; Stocking in Sanitarybox,Action,6.56,1
21695,Pokemon XY SP: Road to Kalos,Action,6.56,1
29419,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,Action,6.56,1
14675,Rinne no Lagrange: Kamogawa Memoria,Action,6.56,1
8287,SD Gundam Sangokuden Brave Battle Warriors,Action,6.56,51
9202,Seikon no Qwaser: Jotei no Shouzou,Action,6.56,1
23325,Shirogane no Ishi: Argevollen,Action,6.56,24
27891,Sword Art Online II: Debriefing,Action,6.56,1
4154,Time Bokan Series: Yattodetaman,Action,6.56,52
3075,Tondera House no Daibouken,Adventure,6.56,52
10595,VitaminX Addiction,Romance,6.56,3
14283,Vividred Operation,Action,6.56,12
4991,Wakakusa Monogatari,Historical,6.56,1
19151,Walkure Romanze,Action,6.56,12
22249,Yodaka no Hoshi,Adventure,6.56,1
5772,Akaneiro ni Somaru Saka: Hardcore,Comedy,6.55,1
6452,Akuu Daisakusen Srungle,Action,6.55,53
3401,Aru Tabibito no Nikki Specials,Adventure,6.55,3
6629,Asari-chan,Comedy,6.55,54
5070,Beast Wars Second Chou Seimeitai Transformers,Action,6.55,43
348,Binzume Yousei,Comedy,6.55,13
2142,Blue Dragon,Adventure,6.55,51
5238,Chocolate Underground: Bokura no Chocolate Sensou,Adventure,6.55,1
2312,Daishizen no Majuu: Bagi,Action,6.55,1
2252,Devilman,Action,6.55,39
21041,Follow Me,Drama,6.55,1
382,Futari Ecchi,Comedy,6.55,4
1537,Genshi Shounen Ryuu,Action,6.55,22
1574,Get Ride! AMDriver,Adventure,6.55,51
27907,Gundam Build Fighters Specials,Comedy,6.55,3
13185,Juusen Battle Monsuno,Action,6.55,52
3683,Kabatotto,Comedy,6.55,300
31566,Ketsuekigata-kun! 3,Comedy,6.55,12
32274,Ketsuekigata-kun! 4,Comedy,6.55,12
31534,Larva,Comedy,6.57,26
9035,Lupin the Third,Adventure,6.55,1
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,Drama,6.55,2
888,Megami Kouhosei,Action,6.55,12
23399,Minami no Shima no Dera-chan,Comedy,6.55,1
2740,Monkey Turn,Drama,6.55,25
761,Naruto: Akaki Yotsuba no Clover wo Sagase,Adventure,6.55,1
3535,Neko Ramen,Comedy,6.55,13
4890,Peut-etre Toi,Music,6.55,1
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,Adventure,6.55,2
19799,Robot Girls Z,Comedy,6.55,3
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Comedy,6.55,1
608,Sakura Taisen: Katsudou Shashin,Adventure,6.55,1
1872,Saru Getchu: On Air,Adventure,6.55,26
677,Sentimental Journey,Drama,6.55,12
12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,Action,6.55,1
3864,Souten no Ken Specials,Action,6.55,4
817,Tactical Roar,Comedy,6.55,13
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,Adventure,6.55,1
1900,Twin Signal: Family Game,Action,6.55,3
1458,Uchuu no Kishi Tekkaman,Action,6.55,26
27387,Under the Dog,Action,6.55,1
1607,Venus Versus Virus,Drama,6.55,12
2535,Angelique: Seichi yori Ai wo Komete,Adventure,6.54,3
5935,Animation Kikou: Marco Polo no Bouken,Adventure,6.54,43
374,Bannou Bunka Neko-Musume DASH!,Action,6.54,12
32502,BlazBlue: Alter Memory Specials,Comedy,6.54,6
30143,Bobobo-bo Bo-bobo Recap,Action,6.54,1
2915,Chikyuu ga Ugoita Hi,Drama,6.54,1
12685,Code Geass: Nunnally in Wonderland,Comedy,6.54,1
707,Comic Party Specials,Comedy,6.54,4
1677,Cosmo Warrior Zero Gaiden,Adventure,6.54,2
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,Comedy,6.54,1
336,Ginyuu Mokushiroku Meine Liebe,Fantasy,6.54,13
2071,Hana yori Dango (Movie),Drama,6.54,1
13935,Houkago Midnighters,Fantasy,6.54,1
3969,Kagaku Kyuujo-tai TechnoVoyager,Action,6.54,18
3153,Kagaku Ninja-tai Gatchaman (Movie),Action,6.54,1
30524,Kagewani,Horror,6.54,13
32682,Kagewani: Shou,Horror,6.54,13
3274,Kinnikuman: Ooabare! Seigi Choujin,Action,6.54,1
13159,Kuromajo-san ga Tooru!!,Comedy,6.54,60
2040,Mahou no Angel Sweet Mint,Magic,6.54,47
13239,Mass Effect: Paragon Lost,Action,6.54,1
7981,Obake no Q-tarou (1985),Comedy,6.54,510
20931,Oneechan ga Kita,Comedy,6.54,12
7605,Parasol Henbei,Adventure,6.54,200
21679,Saikin,Comedy,6.54,1
12611,Sengoku Collection,Fantasy,6.54,26
17345,Senran Kagura Specials,Ecchi,6.54,6
9799,Shin-Men,Action,6.54,13
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,6.54,1
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music,6.54,1
1816,Sonic X,Adventure,6.54,78
4801,Suhoyojeong Michel,Adventure,6.54,26
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,Adventure,6.54,1
18063,Tiger Mask Fuku Men League Sen,Shounen,6.54,1
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids,6.54,1
22537,Yami Shibai 2nd Season,Dementia,6.54,13
3778,Yuukan Club,Comedy,6.54,2
2534,Angelique,Drama,6.53,3
1598,Casshern: Robot Hunter,Adventure,6.53,4
3114,Chiisana Kyojin Microman,Action,6.53,52
10319,Chou Dendou Robo Tetsujin 28-gou FX,Action,6.53,47
2064,Gall Force: Chikyuu Shou,Action,6.53,3
17651,Genei wo Kakeru Taiyou,Magic,6.53,13
2687,Gokuu no Daibouken,Comedy,6.53,39
5131,Groizer X,Mecha,6.53,36
7083,Hakushaku to Yousei Specials,Adventure,6.53,6
4511,Hoero! Bun Bun,Adventure,6.53,39
4800,Huckleberry Finn Monogatari,Adventure,6.53,26
1083,Human Crossing,Drama,6.53,13
31338,Hundred,Action,6.53,12
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Comedy,6.53,1
10207,Lily to Kaeru to (Otouto),Adventure,6.53,1
576,Magikano,Comedy,6.53,13
2277,Mahou Yuugi 2D,Adventure,6.53,24
3875,Mahoutsukai Sally 2,Comedy,6.53,88
4388,Mazinger Z tai Dr. Hell,Action,6.53,1
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,6.53,1
20033,Miss Monochrome: The Animation,Comedy,6.53,13
16331,Next A-Class,Action,6.53,1
33102,Nijiiro Days: Houkago Special,Comedy,6.54,1
2063,Rhea Gall Force,Action,6.53,1
3444,The Ultraman,Action,6.53,50
18061,Tiger Mask (Movie),Shounen,6.53,1
5272,Tondemo Nezumi Daikatsuyaku,Adventure,6.53,1
30196,Tsubasa to Hotaru (2015),Romance,6.53,4
5917,Tsuru ni Notte: Tomoko no Bouken,Drama,6.53,1
3691,Watashi to Watashi: Futari no Lotte,Kids,6.53,29
2806,Yadamon,Adventure,6.53,170
4085,Yonimo Osoroshii Grimm Douwa,Dementia,6.53,3
7659,Aisubeki Mirai e,Music,6.52,1
9737,Appleseed XIII,Action,6.52,13
1270,Black Magic M-66,Action,6.52,1
5539,Blassreiter: Navi,Action,6.52,1
5353,Chameleon,Comedy,6.52,6
2564,Code-E,Comedy,6.52,12
1221,Demashita! Powerpuff Girls Z,Action,6.52,52
28205,Fastening Days,Kids,6.52,2
2572,Fushigi no Kuni no Alice,Adventure,6.52,52
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,Action,6.52,1
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,Fantasy,6.52,8
4756,Hello Harinezumi: Satsui no Ryoubun,Drama,6.52,1
359,I&#039;ll/CKBC,Action,6.52,2
13137,Itsuka Tenma no Kuro Usagi Special,Comedy,6.52,1
22049,Just Awake,Action,6.52,1
32412,Kigyou Senshi Arslan,Comedy,6.51,6
7571,Kita e.: Diamond Dust Drops Special,Drama,6.52,1
3323,Kite Liberator,Action,6.52,1
7547,Komadori Eiga: Komaneko,Kids,6.52,1
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,6.52,4
5265,Mega Man,Action,6.52,27
30291,Mini Hama: Minimum Hamatora,Comedy,6.53,8
2302,Mobile Suit SD Gundam Mk I,Mecha,6.52,3
16690,My Life,Drama,6.52,1
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,Drama,6.52,1
215,Pia Carrot e Youkoso!! 2 DX,Comedy,6.52,6
5845,Pokemon: Pikachu no Natsumatsuri,Action,6.52,1
10924,Queen&#039;s Blade OVA,Action,6.52,2
13153,Renkyori Enai,Music,6.52,1
3399,Rokushin Gattai GodMars,Action,6.52,64
1999,Sakura Taisen: Sumire,Adventure,6.52,1
3755,Sekai Meisaku Douwa: Oyayubi Hime,Fantasy,6.52,1
12337,Soukou Kihei Votoms Recaps,Action,6.52,4
14333,Tanken Driland,Adventure,6.52,37
31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music,6.52,1
7279,TO,Action,6.52,2
1624,To Heart 2 Special,Drama,6.52,1
9344,Torajima no Miime,Slice of Life,6.52,2
7626,Umi no Triton (1979),Adventure,6.52,2
6743,Utawarerumono OVA Picture Drama,Comedy,6.52,3
4099,Wolf Daddy,Fantasy,6.52,1
17010,Yasashii March: The Tender March,Music,6.52,1
1107,Youjuu Toshi,Action,6.52,1
14693,Yurumates 3D Plus,Comedy,6.52,13
15219,.hack//Versus: The Thanatos Report,Action,6.51,1
17325,Ajin Senshi,Fantasy,6.51,1
5848,Cinnamon the Movie,Fantasy,6.51,1
1333,Fushigi na Koala Blinky,Adventure,6.51,26
17147,Gakkatsu! 2nd Season,Comedy,6.51,25
31561,Gangsta. Recap,Action,6.51,1
28913,Hidamari Sketch x 365 Recap,Comedy,6.51,1
5956,High School! Kimengumi (Movie),Action,6.51,1
17813,Kyoto Animation: Megane-hen,Thriller,6.51,1
22113,Kyoukaisenjou no Horizon Specials,Comedy,6.51,4
1918,Mahou Shoujo Pretty Sammy,Comedy,6.51,3
5466,Mahoutsukai Tai! vs. Shamanic Princess,Comedy,6.51,1
34239,Mutsugo to Ouma no Monogatari,Comedy,6.47,6
2621,Natsu e no Tobira,Drama,6.51,1
13283,One Off,Slice of Life,6.5,4
2267,Red Garden: Dead Girls,Mecha,6.51,1
2168,Sakura Taisen: New York,Adventure,6.51,6
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,Action,6.51,12
2099,Silent Mobius: The Motion Picture,Adventure,6.51,1
32684,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,Comedy,6.51,1
10342,Tetsuwan Atom: Uchuu no Yuusha,Action,6.51,1
8553,Time Bokan Series: Time Patroltai Otasukeman,Action,6.51,53
33934,Trigger-chan,Action,6.51,1
6919,X-Men,Action,6.51,12
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,Comedy,6.51,4
31128,Arslan Senki (TV): Dakkan no Yaiba,Action,6.5,1
19973,Ashita no Joe Pilots,Drama,6.5,2
3131,Ashita Tenki ni Naare,Sports,6.5,47
3166,Ayakashi,Action,6.5,12
6096,Bad Boys,Comedy,6.5,5
5337,Bakugan Battle Brawlers: New Vestroia,Adventure,6.5,52
18669,Black Jack: Karte NG Extras,Comedy,6.5,1
3007,Bronze: Kouji Nanjo Cathexis,Music,6.5,1
769,Burn Up! W,Comedy,6.5,4
21677,Captain Earth,Action,6.5,25
6970,Choujin Sentai Baratack,Adventure,6.5,31
2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,Action,6.5,1
833,Choujuushin Gravion,Action,6.5,13
31530,Classroom☆Crisis Special,School,6.5,1
10528,Duel Masters Cross Shock,Action,6.5,50
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,Comedy,6.5,1
21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Fantasy,6.5,12
1361,Final Fantasy: The Spirits Within,Sci-Fi,6.5,1
10262,Gag Manga Biyori: Jump Festa 2002 Special,Comedy,6.5,1
19367,Galilei Donna,Action,6.5,11
30895,HaruChika: Haruta to Chika wa Seishun suru,Mystery,6.5,12
28915,Hidamari Sketch x ☆☆☆ Recap,Comedy,6.5,1
2601,Juusenki L-Gaim III: Full Metal Soldier,Action,6.5,1
23697,Kara no Kyoukai: Manner Movies,Action,6.49,7
20971,Kiniro no Corda: Blue♪Sky,Harem,6.5,12
2303,Mobile Suit SD Gundam Mk II,Mecha,6.5,3
18845,Ninja Hattori-kun (2012),Comedy,6.5,52
31223,Phantasy Star Online 2 The Animation,Action,6.5,12
3201,Pure-tou no Nakama-tachi,Fantasy,6.5,26
11859,Queen&#039;s Blade: Rebellion,Action,6.5,12
559,RahXephon Interlude: Her and Herself/Thatness and Thereness,Drama,6.5,1
2698,Sanctuary,Action,6.5,1
1217,Seikimatsu★Darling,Comedy,6.5,1
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,Adventure,6.51,1
9403,Shin Mashin Eiyuuden Wataru Majinzan,Action,6.5,2
1048,The SoulTaker: Tamashii-gari,Demons,6.5,13
4475,Toshi wo Totta Wani,Drama,6.5,1
3905,Wanpaku Ouji no Orochi Taiji,Adventure,6.5,1
4537,Yagami-kun no Katei no Jijou,Comedy,6.5,3
2464,Yoshinaga-san&#039;chi no Gargoyle Specials,Adventure,6.5,5
6148,Yurumates,Comedy,6.5,1
6682,11eyes,Action,6.49,12
1295,A-Ko The Versus,Action,6.49,2
23583,Akage no Anne Specials,Drama,6.49,2
14373,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,6.49,1
9166,Attack No.1: Namida no Sekai Senshuken,Drama,6.49,1
3132,Boukensha: The Man Was from Spain,Adventure,6.49,26
4418,Catman Series II,Comedy,6.49,8
17020,D.C.III: Da Capo III Special,Drama,6.49,1
3202,Daisuki! Hello Kitty,Fantasy,6.49,26
1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,6.49,1
2647,Dorami-chan: Mini-Dora SOS!!!,Fantasy,6.49,1
5088,Fabre-sensei wa Meitantei,Mystery,6.49,26
909,Geneshaft,Adventure,6.49,13
1158,Geobreeders: File-X Chibi Neko Dakkan,Adventure,6.49,3
8450,Guskou Budori no Denki,Drama,6.49,1
31630,Gyakuten Saiban: Sono &quot;Shinjitsu&quot;,Comedy,6.49,24
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,Adventure,6.49,1
1193,Happy Seven: The TV Manga,Comedy,6.49,13
1884,Himesama Goyoujin,Comedy,6.49,12
3285,Himitsu no Akko-chan,Magic,6.49,94
9824,Jigokudou Reikai Tsuushin,Fantasy,6.49,1
2293,Kyoushoku Soukou Guyver,Action,6.49,1
3932,Magnerobo Ga-Keen,Action,6.49,39
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,Comedy,6.49,1
3356,Mahoutsukai Sally,Fantasy,6.49,109
5386,Miyamoto Musashi: Souken ni Haseru Yume,Action,6.49,1
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,Drama,6.49,2
33038,Nuwa Chengzhang Riji,Comedy,6.49,30
2550,Onboro Film,Comedy,6.49,1
5056,Penguin Musume♥Heart Special,Comedy,6.49,1
21703,Pokemon XY: New Year Special,Action,6.49,1
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,Adventure,6.49,1
24935,Recorder to Randoseru Mi☆ Special,Comedy,6.49,1
10013,Shouwa Monogatari (Movie),Drama,6.49,1
6251,Sketchbook: Full Color&#039;s Picture Drama,Comedy,6.49,6
1662,Space Fantasia 2001 Nights,Drama,6.49,1
30246,Space☆Dandy 2nd Season Picture Drama,Comedy,6.49,3
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,Magic,6.49,2
27405,Zou no Senaka: Tabidatsu Hi,Drama,6.49,1
1734,Ajimu: Kaigan Monogatari,Comedy,6.48,4
4667,B-Densetsu! Battle Bedaman Enkon,Adventure,6.48,51
4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,6.48,1
13169,Buta,Adventure,6.48,1
69,Cluster Edge,Action,6.48,25
31967,Dog Days&#039;&#039;: Gravure Talk,Comedy,6.48,4
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,Comedy,6.48,1
8145,Gegege no Kitarou: Nippon Bakuretsu,Action,6.48,1
21575,Ghost in the Shell: Arise - Logicoma Specials,Mecha,6.48,4
1849,Haou Taikei Ryuu Knight: Adeu Legend,Action,6.48,13
5600,Little El Cid no Bouken,Adventure,6.48,26
1428,Lupin III: Secret File,Adventure,6.48,1
3676,Machine Robo: Revenge of Chronos,Action,6.48,47
4113,Mahou no Mako-chan,Fantasy,6.48,48
6277,Manga Nippon Mukashibanashi (1976),Fantasy,6.48,1471
6130,Marie &amp; Gali,Comedy,6.48,40
3619,Nanako SOS,Comedy,6.48,39
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,Adventure,6.48,3
2052,Nozomi Witches,Romance,6.48,3
4459,Ojarumaru,Adventure,6.48,Unknown
3065,Ozanari Dungeon: Kaze no Tou,Action,6.48,3
30679,Queen&#039;s Blade: Grimoire,Action,6.48,2
24763,Robot Girls Z Specials,Comedy,6.48,3
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,6.48,13
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,Demons,6.48,1
15119,Senran Kagura,Action,6.48,12
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,Comedy,6.48,3
16415,Sousei no Aquarion Special,Comedy,6.48,1
1903,Stratos 4: Logbook,Action,6.48,1
8026,Super Street Fighter IV,Action,6.48,1
6397,Tentou Mushi no Uta,Drama,6.48,104
2631,The☆Doraemons: Goal! Goal! Goal!!,Comedy,6.48,1
12361,Track City,Action,6.48,26
1460,Uchuu no Kishi Tekkaman Blade II,Action,6.48,6
20965,Wonder Garden,Fantasy,6.48,1
3011,Yotsunoha,Romance,6.48,2
1346,AD Police,Adventure,6.47,3
15607,Ai no Wakakusa Monogatari Specials,Drama,6.47,2
32023,Bubuki Buranki,Action,6.47,12
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,Comedy,6.47,1
9121,Heroman Specials,Action,6.47,3
825,King of Fighters: Another Day,Adventure,6.47,4
3061,Kishin Heidan,Adventure,6.47,7
15093,Koihime†Musou OVA Omake,Adventure,6.47,1
1262,Macross II: Lovers Again,Adventure,6.47,6
3482,Madonna,Comedy,6.47,2
3880,Makyou Densetsu Acrobunch,Mecha,6.47,24
3884,Maze☆Bakunetsu Jikuu: Hot Springs,Action,6.47,1
8743,Memory (ONA),Drama,6.47,1
7079,Ookamikakushi,Action,6.47,12
20907,Ookii 1 Nensei to Chiisana 2 Nensei,Adventure,6.47,1
31168,Pokemon XY: Odemashi Ko Majin Hoopa,Action,6.47,1
23309,Rail Wars!,Action,6.47,12
5223,Robotan (1986),Comedy,6.47,33
8373,Shin Mitsubachi Maya no Bouken,Adventure,6.47,52
1443,Sol Bianca,Action,6.47,2
32993,Sore ga Seiyuu!: Petit Uchiage,Comedy,6.47,1
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,Action,6.47,3
27629,Tantei Kageki Milky Holmes TD,Comedy,6.47,12
3977,To Heart Omake,Comedy,6.47,6
30166,Wangpai Yushi Di 0 Ji,Comedy,6.47,1
184,Xenosaga The Animation,Action,6.47,12
3704,Zenryoku Usagi,Comedy,6.47,52
8194,Akuma-kun,Adventure,6.46,42
31883,Bakuon!! OVA,Cars,6.46,2
32670,Battle Spirits: Double Drive,Action,6.46,Unknown
31683,Danchigai Special,Comedy,6.46,1
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,Comedy,6.46,1
1314,DT Eightron,Action,6.46,26
3101,F-Zero: Falcon Densetsu,Action,6.46,51
5292,Getter Robo Go,Action,6.46,50
5900,Jean Valjean Monogatari,Drama,6.46,1
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,6.46,1
1883,Kappa no Kaikata,Comedy,6.46,26
9014,Kuttsukiboshi,Drama,6.46,2
887,Megami Kouhosei Special Curriculum,Action,6.46,1
9990,Midori-ko,Dementia,6.46,1
864,Mobile Suit Gundam Seed MSV Astray,Mecha,6.46,2
10802,MonHun Nikki Girigiri Airou Mura G,Action,6.46,13
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),School,6.46,4
2233,Ocha-ken: Chokotto Monogatari,Comedy,6.46,26
1867,Oira Uchuu no Tankoufu,Action,6.46,2
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,Comedy,6.46,1
3913,Onikirimaru,Action,6.46,4
6303,Perman,Adventure,6.46,54
610,Popotan,Comedy,6.46,12
3474,Push,Parody,6.46,1
6674,Reporter Blues,Comedy,6.46,52
17777,Saikin,Comedy,6.46,12
1444,Sol Bianca: Taiyou no Fune,Adventure,6.46,6
16099,Sword Art Online: Sword Art Offline,Comedy,6.46,9
3472,Tenrankai no E,Comedy,6.46,1
51,Tenshi Kinryouku,Action,6.46,3
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,6.46,13
4521,Watt Poe to Bokura no Ohanashi,Adventure,6.46,1
2008,Yawara! Sore Yuke Koshinuke Kids!!,Action,6.46,1
4044,Youkai Ningen Bem,Horror,6.46,26
6075,Ai no Wakakusa Yama Monogatari,Comedy,6.45,12
6107,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,6.45,13
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,6.45,1
9163,Attack No.1 (1970),Drama,6.45,1
722,Baby☆Love,Comedy,6.45,1
8278,Biohazard 4: Incubate,Action,6.45,1
5829,Blocker Gundan IV Machine Blaster,Action,6.45,38
2127,Chouja Raideen,Adventure,6.45,38
13955,Dennou Coil Recaps,Adventure,6.45,2
21495,Denpa Kyoushi,Comedy,6.45,2
7718,Denshinbashira Elemi no Koi,Fantasy,6.45,1
28673,Duan Nao,Mystery,6.42,16
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,Drama,6.45,4
6413,Go! Go! Ackman,Action,6.45,1
7551,Gowapper 5 Gordam,Action,6.45,36
13639,Hi no Youjin,Historical,6.45,1
910,Himawari!,Adventure,6.45,13
12689,Kiss Dum R: Meguriahi,Mecha,6.45,1
10028,Magic Knight Rayearth Omake,Adventure,6.45,5
3660,Mahou no Idol Pastel Yumi,Comedy,6.45,25
2133,Mari Iyagi,Drama,6.45,1
362,Memories Off 2nd,Drama,6.45,3
363,Memories Off 3.5,Drama,6.45,4
470,Okusama wa Joshikousei (TV),Comedy,6.45,13
10180,Otome Youkai Zakuro Picture Drama,Demons,6.45,2
28853,Pokemon: Pikachu to Pokemon Ongakutai,Adventure,6.45,1
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Parody,6.45,1
31914,Shoujo-tachi wa Kouya wo Mezasu,School,6.45,12
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,6.45,1
11773,To Heart 2: Dungeon Travelers,Adventure,6.45,2
17068,Transfer,Action,6.45,1
28085,Wonder (Movie),Dementia,6.45,1
3234,009-1: R&amp;B,Action,6.44,1
6462,Amefuri Kozou,Fantasy,6.44,1
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,Action,6.44,1
1701,Boku no Marie,Comedy,6.44,3
159,Boukyaku no Senritsu,Adventure,6.44,24
458,Buttobi!! CPU,Comedy,6.44,3
33689,Dive to Blue,Music,6.44,1
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,Action,6.44,1
10666,Fireball Special,Comedy,6.44,1
1865,Getsumen To Heiki Mina,Comedy,6.44,11
133,Green Green,Comedy,6.44,12
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,Adventure,6.44,2
1057,Ippatsu Kiki Musume,Action,6.44,16
15847,Iron Man: Rise of Technovore,Action,6.44,1
24873,Juuou Mujin no Fafnir,Fantasy,6.44,12
5132,Let&#039;s Nupu Nupu,Comedy,6.44,16
952,Magical Nyan Nyan Taruto,Comedy,6.44,12
1880,Midnight Eye: Gokuu II,Action,6.44,1
7171,Oni,Demons,6.44,1
28385,Seto no Hanayome Picture Drama,Comedy,6.44,1
2100,Silent Mobius 2,Adventure,6.44,1
33205,StarFox Zero: The Battle Begins,Action,6.44,1
8079,Tamala 2010: A Punk Cat in Space OVA,Dementia,6.44,2
6331,Ten Little Gall Force,Action,6.44,1
4853,Tezuka Osamu no Don Dracula,Comedy,6.44,8
32881,Tiger Mask W,Action,6.44,Unknown
4578,Time Bokan Oudou Fukko,Action,6.44,2
26443,Triage X,Action,6.44,10
6731,Ultraman Kids no Kotowaza Monogatari,Comedy,6.44,26
2018,Warau Hyouteki,Horror,6.44,1
6861,Water Brain,Dementia,6.44,1
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,Comedy,6.44,1
31319,12-sai. 2nd Season,Romance,6.43,4
12967,Arcana Famiglia,Action,6.43,12
4025,Asobou! Hello Kitty,Adventure,6.43,26
4563,Bakkyuu HIT! Crash Bedaman,Adventure,6.43,50
2822,Bamboo Bears,Comedy,6.43,52
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,School,6.43,1
295,Divergence Eve 2: Misaki Chronicles,Adventure,6.43,13
29722,Eikoku Ikka,Comedy,6.43,24
8146,Gegege no Kitarou: Daikaijuu,Action,6.43,1
2697,Hi-Speed Jecy,Action,6.43,12
4737,Himitsukessha Taka no Tsume,Comedy,6.43,12
258,Hitsuji no Uta,Drama,6.43,4
10905,Ikoku Meiro no Croisée Picture Drama,Historical,6.43,6
5013,Juugo Shounen Hyouryuuki,Adventure,6.43,1
3858,Konchuu Monogatari Minashigo Hutch,Adventure,6.43,91
